date,info by,author_name,author_location,type of review,title,rated,time_posted,paragraph,date_of_experience,reply_author,reply_date,reply_paragraph
2024-09-12 19:29:01,Info for Daniel Hollingsworth,Daniel Hollingsworth,US,Verified,"Overall, I’m pleased.",4.0,2024-09-10T16:07:26.000Z,"This is a very easy process. The physician quickly responds. I use the cream and DHEA. My symptoms of joint and muscle pain have greatly improved. I’ve seen no improvement on weight loss or even stabilization of no weight gain. So it’s hasn’t improved my weight problems at all. I do seem to have more energy but I still get very fatigued some days. The physician did adjust my dosages so hopefully this will help with the weight gain and fatigue. Overall, I’m very happy with the progress and results.",10 September 2024,Reply from By Winona,2024-09-10T23:40:24.000Z,"Hang in there, Daniel!We are so happy to see that you've seen improvement in your joint and muscle pain, but we understand your lingering concerns about weight loss and fatigue.It can be frustrating to not see much improvement in those areas yet, especially when you feel like  you are doing all of the ""right"" things. We are hopeful that the changes your Winona doctor recommended in your treatment plan will be the catalyst for better progress. We are rooting for you!"
2024-09-12 19:29:01,Info for Sondra Harris,Sondra Harris,US,Verified,The doctors at Winona take menopause…,5.0,2024-09-09T02:35:43.000Z,The doctors at Winona take menopause seriously. They address the issues women have and treat them without the cliched line that this is a part of aging. The medicine has been treating my symptoms and for the first time in a long time I feel like myself again.,08 September 2024,Reply from By Winona,2024-09-09T09:25:27.000Z,"We’re so pleased to hear that our approach and treatment have made such a positive impact on your life. At Winona, we understand that menopause can be challenging and believe that every woman deserves personalized and effective care. We’re committed to addressing your concerns and providing solutions that genuinely make a difference.It’s wonderful to know that you’re feeling like yourself again and finding relief from your symptoms. Thank you for sharing your experience with us. If you have any more questions or need further support, we’re always here to help."
2024-09-12 19:29:01,Info for Karyn Eagleton,Karyn Eagleton,US,Verified,I could almost immediately see and feel…,5.0,2024-09-09T16:04:34.000Z,I could almost immediately see and feel a difference.  My hot flashes minimized and my belly was just melting away. I did hit a plateau but we are back on track after my 10 wk follow up.,09 September 2024,Reply from By Winona,2024-09-10T09:00:54.000Z,"It’s fantastic to hear that you noticed improvements so quickly! Minimizing hot flashes and seeing a difference in how you feel physically, like your belly, are such big wins. It’s completely normal to hit a plateau, but we’re glad that your 10-week follow-up helped you get back on track. The journey with HRT is a process, and every step forward counts. We’re thrilled to be part of your progress and are here to support you in any way we can as you continue on this path. Keep up the great work, and thank you for sharing your experience!"
2024-09-12 19:29:01,Info for Beth,Beth,US,Verified,professional and helpful,4.0,2024-09-09T23:38:16.000Z,"I have been impressed with the wide range of knowledge and the prompt professional responses I have received. I was able to join the Facebook group before I purchased so that I could see other experiences. Then when I reached out to someone, I was pleased with the questionnaire and the program I was placed on. Any questions I have asked have been responded to in a very timely manner with helpful insight, encouragement to be patient and proactive suggestions for how my prescriptions could be changed if I felt that was necessary.",08 September 2024,Reply from By Winona,2024-09-10T09:14:09.000Z,"We’re so happy to hear that you’ve had such a positive experience with Winona! It’s wonderful to know that you felt comfortable and well-supported throughout your journey with us. We truly value your feedback and are delighted that our team's expertise and prompt, professional responses have made a meaningful difference for you.It’s great to hear that you found our Facebook group helpful in getting a sense of others' experiences before you made your decision. We’re also pleased that the questionnaire and the personalized program have worked well for you. Your proactive approach and patience are truly appreciated, and we’re here to make sure you get the best possible care. If you ever have more questions or need additional support, please don’t hesitate to reach out. We’re committed to being with you every step of the way. Thank you for sharing your thoughtful feedback and for being a part of the Winona community!"
2024-09-12 19:29:01,Info for KB,KB,US,Verified,Follow ups should be clearer,3.0,2024-09-11T22:06:29.000Z,I think there should be clearer communication with how long you have to wait before your medication can be adjusted if it needs to be. I think the marketing heavily focuses on getting relief right away and having personal tailored care but then to be told your medication can't be adjusted until three months is so disappointing. For someone like me I know right away how a medication affects my body but the way they do follow ups does not allow for that. After sufferring through debilitating symptoms before my 3 month follow up I was able to get my  medication adjusted and am doing much better now. But it was very emotionally and physically painful to wait the initial 3 months when I knew the dosage was not working.,19 August 2024,Reply from By Winona,2024-09-12T12:39:14.000Z,"We apologize for any confusion regarding the Follow Up process, KB.  The doctors do recommend allowing around 10-12 weeks to see how your body will adjust to the medications before any adjustments are made.  Those first few months are not always a true reflection of how effective your treatment plan will be. We do strive to provide personalized HRT to match your symptoms and needs, and acknowledge that the initial three month period can be challenging for some individuals. We appreciate your feedback and will use it to improve our communication regarding medication adjustments and the timeline involved.A Patient Care Representative has emailed you for further support, and we are glad to hear that you are now doing better with your adjusted medication!"
2024-09-12 19:29:01,Info for Giselle Quintanilla,Giselle Quintanilla,US,Verified,Best thing ever!,5.0,2024-09-07T16:58:08.000Z,"I was skeptical at first because everything is online, but with clear communication anything is possible! Winona clinicians are quick to reply, adjust, and accommodate all your needs! I’m on the cream and Dhea and so grateful for products like this that have life changing impacts for the positive!",31 August 2024,Reply from By Winona,2024-09-09T08:46:10.000Z,"We’re so glad to hear that you’ve had such a positive experience with us! Your trust means the world, and we’re thrilled that the cream and DHEA have made such a life-changing difference for you. Our goal is to provide clear communication and care tailored to your needs, and it's great to know that it’s working for you. Thank you for sharing your journey with us!"
2024-09-12 19:29:01,Info for Lisa M Wehr,Lisa M Wehr,US,Verified,Ease of medication and knowledge,5.0,2024-09-09T23:54:56.000Z,The ease of the medication and the knowledge of the doctors make this product and company outstanding. I have been seeing results from 10 weeks of usage. Thank you!,02 September 2024,Reply from By Winona,2024-09-10T09:20:09.000Z,"Thank you so much for your kind words! We’re thrilled to hear that the ease of the medication and the expertise of our doctors have made a positive impact on your experience. It’s wonderful to know that you’ve been seeing results after 10 weeks of use.Your satisfaction and progress mean a lot to us, and we're grateful for your trust in Winona. If you have any more questions or need further support, we're always here for you. Thanks again for sharing your experience and for being a valued part of our community!"
2024-09-12 19:29:01,Info for Michelle,Michelle,US,Verified,Three months in,5.0,2024-09-04T00:56:42.000Z,"At the beginning of my treatment, I was tentative about HRT and asked my doctor many questions via the chat feature. I really appreciated how she got back to me and answered them within a day or so. Furthermore, after only 3 months, I am seeing/feeling actual results; my symptoms have significantly decreased. What relief! I am sleeping better, the brain fog is better, the anxiety has lessened, and I’m less achy..",01 September 2024,Reply from By Winona,2024-09-04T08:45:50.000Z,"We're so happy to hear about the positive changes you've experienced in just three months! It's wonderful that your sleep, brain fog, anxiety, and aches are all improving. We're glad that our team could provide the support and answers you needed along the way. Your comfort and well-being mean the world to us, and we're honored to be part of your journey. Thank you for sharing your experience with us!"
2024-09-12 19:29:01,Info for Tammy Gross,Tammy Gross,US,Verified,56 going on 36,5.0,2024-09-07T19:19:17.000Z,"15 years of awful symptoms, finally relief 😮‍💨 So grateful for the truth, knowledge and support.   Easy and fast.  Knowing I have an actual doctor I can reach out to is awesome.",06 September 2024,Reply from By Winona,2024-09-09T08:49:52.000Z,"Thank you so much for sharing your journey! We're truly happy that after 15 years of dealing with difficult symptoms, you're finally feeling the relief you've been searching for. It means the world to us that the combination of personalized care, fast access to support, and the right treatment has made such a difference in your life. Feeling 36 again at 56 is what we love to hear! Knowing that you can reach out to an actual doctor anytime is exactly why we’re here—to make sure you’re supported, heard, and taken care of. We're so grateful to be a part of your journey back to feeling like yourself again!"
2024-09-12 19:29:01,Info for evelyn Qureshi,evelyn Qureshi,US,Verified,Iam not a person who writes reviews and…,5.0,2024-09-04T03:40:04.000Z,"Iam not a person who writes reviews and very skeptical about products but I was so desperate that I try Winona, after a week I noticed that 50% of my symptoms were gone, is being 3 months and I can’t be more satisfied, Iam blessed to be able to sleep without the hot flashes, my continuous itch disappear, I can sleep, my sweet cravings are under control . The day I received the cream I toldMy self “what a joke” this is not gonna work at all. I was happily wrong. There is no comisiona o compensation for my review Iam truly happy with my meds . Thanks",27 August 2024,Reply from By Winona,2024-09-04T08:48:41.000Z,"Thank you so much for sharing your story. We understand how hard it can be to take a leap of faith, especially when you’re feeling skeptical. It’s incredible to hear that within just a week, 50% of your symptoms had already improved, and after three months, you’re feeling so much better. We're thrilled that you’re able to sleep peacefully, your itching has disappeared, and those sweet cravings are under control. It's so rewarding to know that our medication has made such a positive impact on your life. Your kind words mean a lot to us, and we're so grateful that you gave Winona a chance. Thank you for trusting us with your care!"
2024-09-12 19:29:01,Info for customer,customer,US,Verified,Be Prepared for Old Familiar Issues,3.0,2024-09-09T12:25:44.000Z,I wasn't prepared for some preteen issues to return. I have been fighting acne over the past several weeks and the only thing in my routine that's changed is the hormones.....,08 September 2024,Reply from By Winona,2024-09-09T12:37:26.000Z,"We are so sorry to hear that you are experiencing acne, customer!Some women do experience some temporary acne as their body adjusts to having hormones again.  As you progress further in your treatment plan, it usually resolves itself over time. We know it is frustrating though!We encourage you to continue working with your Winona doctor to find the best solution for your individual needs.We are here to support you with whatever you need!"
2024-09-12 19:29:01,Info for TMW,TMW,US,Verified,The product is helpful and works,3.0,2024-09-11T17:27:15.000Z,The product is helpful and works. Just don't expect much from the doctors. The communication that you get from them is very basic.,11 September 2024,Reply from By Winona,2024-09-12T13:48:04.000Z,"We are so sorry to see that you are not feeling a connection with  your Winona doctor, TMW. We understand that an online platform can sometimes feel a little cold, but our doctors truly do care for their patients!We strive to provide comprehensive care, not just for your physical well-being, but your emotional well-being as well. Your happiness with your treatment plan and your Winona doctor is always a priority. A member of our Patient Care Services team has emailed you for further support."
2024-09-12 19:29:01,Info for Leah Shelton,Leah Shelton,US,Verified,So happy I tried this,5.0,2024-09-07T23:49:52.000Z,So happy I tried this.  My photoflashes were gone within two weeks.  I slept through the night for the first time in months.  My skin and hair look and feel smoother and better.  I have more energy and overall health.  Absolutely fantastic and so easy.,03 September 2024,Reply from By Winona,2024-09-09T09:09:38.000Z,"We’re so glad to hear how quickly you’ve seen improvements! It’s wonderful that your hot flashes eased up, and you're getting better sleep and feeling more energized. Your experience is exactly what we hope for with our treatments. If you ever need more support or resources, don't hesitate to reach out. We're here for you every step of the way!"
2024-09-12 19:29:01,Info for Nerissa,Nerissa,US,Verified,I have had no issues getting…,4.0,2024-09-11T17:18:45.000Z,I have had no issues getting medications in timely fashion.  I would give 5 star but I find the medication pretty expensive,03 September 2024,Reply from By Winona,2024-09-12T08:39:16.000Z,"Thank you for your feedback! We're glad to hear that you’ve had no issues receiving your medications on time—that’s something we always aim for! We understand that cost can be a concern, and we strive to offer the best possible value while ensuring the highest quality care and treatment.Your experience matters to us, and we’re always looking for ways to improve and make hormone therapy more accessible. If you ever have questions about your plan or options, feel free to reach out. We're here to help!"
2024-09-12 19:29:01,Info for Pam Biskup,Pam Biskup,US,Verified,This has been the best experience one…,5.0,2024-09-09T13:33:13.000Z,This has been the best experience one could have in seeking what we need without having to jump thru hoops with my GP or Gyno.Everything is very simple and works great for me!,09 September 2024,Reply from By Winona,2024-09-10T08:43:07.000Z,"We're so glad to hear that you've had such a great experience with us! Navigating healthcare can often feel overwhelming, so it's wonderful to know that we've been able to make things simple and effective for you. Our goal is to provide the care and support women need without the hassle, and we're thrilled that everything is working well for you. Thank you for trusting us with your journey and for sharing your experience!"
2024-09-12 19:29:01,Info for Christy,Christy,US,Verified,Winona is fantastic!,5.0,2024-09-08T01:12:00.000Z,My symptoms of irritability and hot flashes have improved dramatically. The doctors reply quickly to any questions. The supply comes right on time. Overall it’s been a fantastic experience!,07 September 2024,Reply from By Winona,2024-09-09T09:11:41.000Z,"We’re so happy to hear that your symptoms, especially irritability and hot flashes, have improved so dramatically! It’s wonderful knowing our doctors and timely deliveries are making a positive difference in your experience. We’re always here for you, so don’t hesitate to reach out if you have more questions or need support. Thank you so much for sharing your journey with us!"
2024-09-12 19:29:01,Info for Jonna Weaver,Jonna Weaver,US,Verified,It was very easy to order with Winona,5.0,2024-09-09T15:49:17.000Z,"It was very easy to order with Winona. My questions to the Dr. were answered very quickly. The online community is very nice, supportive and a great place to get information.",01 September 2024,Reply from By Winona,2024-09-10T08:57:30.000Z,Thank you for your kind words! We're so glad to hear that ordering through Winona was easy and that your questions were answered quickly. It's wonderful that you're also finding value in our online community—having a supportive space to connect and share information can make such a difference. We're here to support you every step of the way!
2024-09-12 19:29:01,Info for J. Grigson,J. Grigson,US,Verified,I feel more balanced emotionally,4.0,2024-09-04T13:09:25.000Z,I feel more balanced emotionally. It also has helped my pelvic floor prolapse which I had no idea it would do. I didn’t give it five stars only because one of the things it has advertised is that is “better than ozempic” and so far that hasn’t been the case but it’s still been worth being on.,02 September 2024,Reply from By Winona,2024-09-05T08:48:05.000Z,"Thank you for sharing your experience! We're so happy to hear that you're feeling more balanced emotionally and that it's even helped with your pelvic floor prolapse—what a pleasant surprise! We’re grateful to be a part of your journey and are always here to support you. It's great to know the treatment has been making such a difference for you. Thank you for trusting us, and we're excited to continue helping you feel your best!"
2024-09-12 19:29:01,Info for Sonia ,Sonia,US,Verified,I find it very convenient to be able to…,5.0,2024-09-10T01:46:11.000Z,I find it very convenient to be able to get treated and prescribed medication on the your first  consult.,02 September 2024,Reply from By Winona,2024-09-10T09:24:31.000Z,We appreciate you taking the time to share your positive experience. We strive to make our services as convenient as possible for our patients.Thank you for allowing us to be apart of your journey!
2024-09-12 19:29:01,Info for amy goins,amy goins,US,Verified,I have used HRT for several years,5.0,2024-09-04T00:17:08.000Z,I have used HRT for several years. Winona makes the process so much more efficient and streamlined. I have had good communication with the Dr. The product I use is the combination cream and I am pleased with the results.,03 September 2024,Reply from By Winona,2024-09-04T00:27:28.000Z,"We are thrilled to hear that you've had a positive experience with Winona, Amy!Getting your HRT from us is just like getting it from your regular doctor, except you can do it from the comfort of your own home and on your own schedule!Your health and your time are two of your most important assets, and our Winona doctors do not want to negatively impact either.  Thank you for choosing Winona and for the 5 stars!"
2024-09-12 19:29:02,Info for Ericka Fisher,Ericka Fisher,US,Verified,Winona is every woman’s answer to menopause,5.0,2024-09-01T15:45:23.000Z,"I was hesitant about starting HRT and put it off for awhile. The community of women on Winona’s FB group are super supportive and open about their positive experience and symptom improvement is what convinced me to try. The process with Winona is relatively seamless and all of my questions were answered prior to agreeing to accept the prescription. My meds arrived ahead of schedule and almost immediately I started to see an improvement of symptoms. 10 weeks in and feel like my old self. About 9 weeks in, I started having oily skin and sent a message to my Winona Dr. The next morning I had a response to adjust my Dhea. The responsiveness on the platform is unbelievable. So glad I made the decision to go with Winona. Don’t second guess yourself, just do it.",01 September 2024,Reply from By Winona,2024-09-02T18:25:38.000Z,"Thank you Ericka! This is an amazing review!It can be hard to reach out to an online platform for menopause help, but this is all we do, and we are passionate about helping women! The process is working just as we had hoped, and we love that it is working for you too! Please keep us posted on your progress! :)"
2024-09-12 19:29:02,Info for Heather Hallford,Heather Hallford,US,Verified,Much Better Alternative to HRT,5.0,2024-09-02T15:16:06.000Z,"I started out with HRT that was prescribed by my doctor. It was expensive and the side effects were scary. I called my doctor trying to get them to change my prescription but they said make another appointment that’s months out. I was so discouraged until I read some reviews online about Winona and gave it a try. I receive immediate responses from my Winona doctor and they have helped me transition over to this much healthier bio identical HRT that is working great. I have no more hot flashes and my skin is looking better and better. I always get now, you don’t look 50. It’s much more affordable than the HRT I was on even with insurance. Winona has definitely given me a piece of my dignity back and I encourage anyone who is suffering to just give it a three month try.",23 August 2024,Reply from By Winona,2024-09-03T09:04:01.000Z,"Thank you so much for sharing your experience! We’re genuinely happy to hear how much Winona has helped you. It’s tough when the treatment you start with doesn’t feel right, especially when you’re left waiting for months to get another appointment. We're so glad you decided to give Winona a try and that our bioidentical HRT has been such a game-changer for you. Hearing that your hot flashes are gone, your skin looks great, and that people notice how youthful you look is amazing! It’s stories like yours that remind us why we do what we do. We’re here for you and cheering you on all the way!"
2024-09-12 19:29:02,Info for NhM,NhM,US,Verified,Review,5.0,2024-09-07T19:51:58.000Z,If you are on the fence it's worth doing more research but HRT absolutely makes a difference if you are able to use it.,31 August 2024,Reply from By Winona,2024-09-09T09:05:07.000Z,"Thank you so much for sharing your experience! We completely understand how daunting the decision to start HRT can be, and we're glad that you took the time to research it. If you’re ever curious or want to learn more, we have additional resources in our medical journal that might be helpful as you continue your journey. And, of course, if you need anything or have more questions, we're always here to support you."
2024-09-12 19:29:02,Info for Terisa Burgeson,Terisa Burgeson,US,Verified,I felt very comfortable that the Doctor…,4.0,2024-09-09T19:19:27.000Z,I felt very comfortable that the Doctor listened to my needs and has worked to get me to where I need to be with my hormone levels.,09 September 2024,Reply from By Winona,2024-09-10T09:09:34.000Z,It’s wonderful to hear that you felt heard and supported by our doctor. We strive to ensure that each person’s unique needs are understood and addressed with care. We’re glad that we could help you get to where you need to be with your hormone levels. Thank you for sharing your experience with us!
2024-09-12 19:29:02,Info for Cindy L.,Cindy L.,US,Verified,Very easy and convenient,4.0,2024-09-02T23:51:40.000Z,"Very easy and convenient! Would be 5 steps if there were a way to have an actual phone or video conversation with the provider; however, all of my questions were always answered thoroughly (and it is really nice to be able to re-review the answers in writing).",02 September 2024,Reply from By Winona,2024-09-03T09:14:04.000Z,"We're thrilled to hear that you found the process with Winona both easy and convenient! It's wonderful to know that our thorough written responses have been helpful in addressing your concerns. We believe that having detailed answers you can revisit anytime provides an extra layer of support and reassurance. We're committed to being here for you every step of the way, ensuring that you always feel informed and cared for. Thank you so much for sharing your experience with us!"
2024-09-12 19:29:02,Info for Linda Borseti,Linda Borseti,US,Verified,Winona did what my doctor did not do…,5.0,2024-09-08T22:17:58.000Z,Winona did what my doctor did not do for me. Gave me true relief of the horrific menopause I have been going through for 20 years. Yes! 20 years. Thank you Winona!,07 September 2024,Reply from By Winona,2024-09-09T09:17:08.000Z,"We’re incredibly grateful for your feedback and so glad to hear that Winona has provided you with the relief you’ve been seeking for so long. It’s inspiring to know that we could make a difference after years of struggle. Your experience reinforces why we do what we do—helping people find genuine relief and reclaim their quality of life. Thank you for choosing us and for your heartfelt words. If you need anything else or have any questions in the future, we’re here for you. Here's to feeling great and enjoying each day!"
2024-09-12 19:29:02,Info for Kelly,Kelly,US,Verified,It’s worth it,5.0,2024-09-02T18:33:32.000Z,"It’s so simple to get started and there’s tons of support in case you have questions or concerns. Most importantly, this program works. I’m 55 and feel better than I have in years. It’s a small investment to make for a life changing difference. My hot flashes and night sweats were completely gone by week six. Game changer. And moods have stabilized a hundred percent. I’m so grateful for this.",30 August 2024,Reply from By Winona,2024-09-02T17:58:40.000Z,Thank you for taking the time to share your positive experience. We appreciate the 5 star review!We're thrilled to hear that you found our service easy to use and that our support team was helpful! We strive to make our platform accessible and to always provide excellent customer service!
2024-09-12 19:29:02,Info for Lea S.,Lea S.,PH,Verified,A world of relief,5.0,2024-09-09T14:39:50.000Z,A communicative Winona doctor and products that give relief ranging from immediate to long term. The discomfort I was experiencing with those first stages of menopause have now been reduced or eliminated altogether. Highly recommend giving them a try!,09 September 2024,Reply from By Winona,2024-09-10T08:51:33.000Z,"Thank you so much for sharing your experience! We're so happy to hear that you're finding relief and that your symptoms have been reduced or even eliminated. It's wonderful to know that the communication with your Winona doctor has been helpful throughout your journey. We're committed to providing long-term support and care, and your recommendation means the world to us. Here's to continued relief and feeling your best!"
